,endTime,artistName,trackName,msPlayed,full_track,segsPlayed,In Library,uri_tot
0,2021-02-07 20:35,U2,Where The Streets Have No Name - Remastered,142065,Where The Streets Have No Name - Remastered:U2,142.06,0,
1,2021-02-07 23:34,La Vela Puerca,Para No Verme Más,52816,Para No Verme Más:La Vela Puerca,52.82,1,56RHRxBAMWgGaHBCGxvVbW
2,2021-02-09 13:11,Intoxicados,Las cosas que no se tocan,214089,Las cosas que no se tocan:Intoxicados,214.09,1,5Y3T9zncw2XDAcn9pFliKT
3,2021-02-09 13:14,Almendra,Ana No Duerme,162076,Ana No Duerme:Almendra,162.08,1,2P2tl8JT698TJJ55ScKyku
4,2021-02-09 13:19,Guasones,Canción para un Amigo,306411,Canción para un Amigo:Guasones,306.41,1,3WLY1xa2Izcof8CNaFK8QS
5,2021-02-09 13:21,Charly García,Demoliendo Hoteles,135973,Demoliendo Hoteles:Charly García,135.97,1,29iIRrSuANyjnwag69PHOJ
6,2021-02-09 13:26,Gustavo Cordera,Soy Mi Soberano,322333,Soy Mi Soberano:Gustavo Cordera,322.33,1,5Kk32DOEMMGE9qc7Kglcqd
7,2021-02-09 13:31,Soda Stereo,Entre Canibales - MTV Unplugged,294146,Entre Canibales - MTV Unplugged:Soda Stereo,294.15,1,060aWWmC9CrLqbhzHQifQf
8,2021-02-09 13:37,Soda Stereo,Ella Uso Mi Cabeza Como Un Revolver - MTV Unplugged,364492,Ella Uso Mi Cabeza Como Un Revolver - MTV Unplugged:Soda Stereo,364.49,1,00TU7szqwBrxWTd9SO7ihK
9,2021-02-09 13:40,Charly García,Nos Siguen Pegando Abajo,206705,Nos Siguen Pegando Abajo:Charly García,206.7,1,6ssQWlLTRrPj3FQpiko9JB
15,2021-02-09 13:43,Pappo's Blues,Sucio y Desprolijo,186790,Sucio y Desprolijo:Pappo's Blues,186.79,1,3dHo3940xcnvQaci88jAgg
16,2021-02-09 13:47,Guasones,Espejo Roto,228810,Espejo Roto:Guasones,228.81,1,5OyMgMn1JEBbHvAdCvsT2b
17,2021-02-09 13:51,La Renga,Triste Canción De Amor,226128,Triste Canción De Amor:La Renga,226.13,1,7qrIjgzC3voW0YVKjany5V
18,2021-02-09 13:55,Divididos,Pepe Lui,244553,Pepe Lui:Divididos,244.55,0,
19,2021-02-09 13:59,Guasones,Como un Lobo - En Vivo Luna Park,262619,Como un Lobo - En Vivo Luna Park:Guasones,262.62,0,
20,2021-02-09 14:03,Pappo,Rock and Roll y Fiebre,231828,Rock and Roll y Fiebre:Pappo,231.83,1,6SsOtB41HPvZdEFjtLUhop
21,2021-02-09 15:07,Callejeros,Señales,234214,Señales:Callejeros,234.21,1,1ELykgy7CVsJtEuwUcvCfq
22,2021-02-09 16:40,Luis Alberto Spinetta,Bajan (En Vivo Estadio Vélez Sarsfield) (feat. Gustavo Cerati),435,Bajan (En Vivo Estadio Vélez Sarsfield) (feat. Gustavo Cerati):Luis Alberto Spinetta,0.44,0,
25,2021-02-09 16:44,Mercedes Sosa,Cuando Ya Me Empiece A Quedar Solo - En Directo,224584,Cuando Ya Me Empiece A Quedar Solo - En Directo:Mercedes Sosa,224.58,0,
26,2021-02-09 16:48,Serú Girán,"A Cada Hombre, a Cada Mujer - En Vivo",243485,"A Cada Hombre, a Cada Mujer - En Vivo:Serú Girán",243.48,0,
27,2021-02-09 16:52,Sui Generis,El Día Que Apagaron La Luz,270978,El Día Que Apagaron La Luz:Sui Generis,270.98,0,4etJPu6uu8wF5jezX7kClT
29,2021-02-09 16:53,Charly García,Nos Siguen Pegando Abajo,66973,Nos Siguen Pegando Abajo:Charly García,66.97,1,6ssQWlLTRrPj3FQpiko9JB
36,2021-02-09 16:55,Serú Girán,Mientras Miro Las Nuevas Olas - Remastered,102064,Mientras Miro Las Nuevas Olas - Remastered:Serú Girán,102.06,0,20HOkeup7WSNOaOVQKbDNp
37,2021-02-09 17:47,Luis Alberto Spinetta,Las Cosas Tienen Movimiento (En Vivo Estadio Vélez Sarsfield) (feat. Fito Paez),274520,Las Cosas Tienen Movimiento (En Vivo Estadio Vélez Sarsfield) (feat. Fito Paez):Luis Alberto Spinetta,274.52,1,3Z7amA2hdlxrNRTHTKFXiU
38,2021-02-09 17:50,Conociendo Rusia,A la Vez,182876,A la Vez:Conociendo Rusia,182.88,1,5C9IeDOtfwkDUGd9aF2ELI
39,2021-02-09 17:54,Bandalos Chinos,La Herida,246586,La Herida:Bandalos Chinos,246.59,0,
40,2021-02-09 17:58,Soda Stereo,Zona De Promesas - Remasterizado 2007,239093,Zona De Promesas - Remasterizado 2007:Soda Stereo,239.09,0,
41,2021-02-09 18:03,El Soldado,Angel de los Perdedores,316626,Angel de los Perdedores:El Soldado,316.63,0,
42,2021-02-09 20:18,DAO,Byrds,62908,Byrds:DAO,62.91,0,
43,2021-02-09 20:21,Charles Bolt,Tone of Love,198952,Tone of Love:Charles Bolt,198.95,0,
44,2021-02-09 20:25,Olivia Belli,Out of the Deep,193207,Out of the Deep:Olivia Belli,193.21,0,
45,2021-02-09 20:28,Regnør,Memories,169720,Memories:Regnør,169.72,0,
46,2021-02-09 20:30,Julius Aston,Sea Of Tranquility,175318,Sea Of Tranquility:Julius Aston,175.32,0,
47,2021-02-09 20:32,Rick Hagen,Worlds Apart,99737,Worlds Apart:Rick Hagen,99.74,0,
48,2021-02-09 20:35,Masaki Kawasaki,Soleil,199400,Soleil:Masaki Kawasaki,199.4,0,
49,2021-02-09 20:37,Adelisé,Unmasked,98557,Unmasked:Adelisé,98.56,0,
50,2021-02-09 20:40,Heinz Goldblatt,Tampa,153928,Tampa:Heinz Goldblatt,153.93,0,
51,2021-02-09 20:42,Goratie,Holding on to Forever,125983,Holding on to Forever:Goratie,125.98,0,
52,2021-02-09 21:45,Barry Hudson-Taylor,Connotations,171500,Connotations:Barry Hudson-Taylor,171.5,0,
53,2021-02-09 21:48,Bernadette Boulet,The Light Will Return,165385,The Light Will Return:Bernadette Boulet,165.38,0,
54,2021-02-09 21:50,Mauvais Roger,Feuilles Tombantes,127962,Feuilles Tombantes:Mauvais Roger,127.96,0,
55,2021-02-09 21:52,Denise Santoz,The County,155500,The County:Denise Santoz,155.5,0,
56,2021-02-09 21:55,Michel Vernier,A Moment For Us,132428,A Moment For Us:Michel Vernier,132.43,0,
57,2021-02-09 21:56,Maik Kuefer,Monschau,114758,Monschau:Maik Kuefer,114.76,0,
58,2021-02-09 21:59,Evelyn Stein,And The Flowers Were Gray,171553,And The Flowers Were Gray:Evelyn Stein,171.55,0,
59,2021-02-09 22:01,Minnie Scolanti,Timelapse,122205,Timelapse:Minnie Scolanti,122.2,0,
60,2021-02-09 22:04,Chris DiGiorgio,Humble Abode,174000,Humble Abode:Chris DiGiorgio,174.0,0,
61,2021-02-09 22:07,Kye Wood,Going Back Home,189000,Going Back Home:Kye Wood,189.0,0,
62,2021-02-09 22:10,Charles Bolt,Distance,146447,Distance:Charles Bolt,146.45,0,
63,2021-02-09 22:12,Karen Kasper,Paradox,137500,Paradox:Karen Kasper,137.5,0,
64,2021-02-09 22:15,Phoebe Weber,Hopelessly in Love,180889,Hopelessly in Love:Phoebe Weber,180.89,0,
65,2021-02-09 22:18,The Magic Lantern,A Long Goodbye,180093,A Long Goodbye:The Magic Lantern,180.09,0,
66,2021-02-09 22:21,Pamela Goldings,Young Love,143500,Young Love:Pamela Goldings,143.5,0,
67,2021-02-09 22:23,Jutila,October stroll,129250,October stroll:Jutila,129.25,0,
68,2021-02-09 22:25,The Masked Pianoman,Coziness,120504,Coziness:The Masked Pianoman,120.5,0,
69,2021-02-09 22:27,Lucién,Avalanche,136000,Avalanche:Lucién,136.0,0,
70,2021-02-09 22:31,Dimitri Stöckl,Vogelsohn,242528,Vogelsohn:Dimitri Stöckl,242.53,0,
71,2021-02-09 22:33,Claire Lerdier,À une passante,132441,À une passante:Claire Lerdier,132.44,0,
72,2021-02-09 22:37,Matti Aalto,Strangers,245000,Strangers:Matti Aalto,245.0,0,
73,2021-02-09 22:40,Les Rêveries,Tout à Fait,172000,Tout à Fait:Les Rêveries,172.0,0,
74,2021-02-09 22:42,Pauline Blanchet,Bisous,127713,Bisous:Pauline Blanchet,127.71,0,
75,2021-02-09 22:45,Irene Gaifana,Innamorarsi,152990,Innamorarsi:Irene Gaifana,152.99,0,
76,2021-02-09 22:48,Ólafur Arnalds,We Contain Multitudes (from home),190500,We Contain Multitudes (from home):Ólafur Arnalds,190.5,0,
77,2021-02-09 22:52,Biba Dupont,Ártabra,202147,Ártabra:Biba Dupont,202.15,0,
78,2021-02-09 22:54,Frédéric Pinault,Lever Du Soleil,144474,Lever Du Soleil:Frédéric Pinault,144.47,0,
79,2021-02-09 22:58,Charles Weathersby,Longing For Yesterday,217000,Longing For Yesterday:Charles Weathersby,217.0,0,
80,2021-02-09 23:00,Mikki Jenkins,Noémie,120874,Noémie:Mikki Jenkins,120.87,0,
81,2021-02-09 23:03,Pascal Duval,L'habit ne fait pas le moine,180124,L'habit ne fait pas le moine:Pascal Duval,180.12,0,
82,2021-02-09 23:05,Jon Hendrickson,Vestrahorn,146069,Vestrahorn:Jon Hendrickson,146.07,0,
83,2021-02-09 23:08,Berlioz,Isla De Flores,159124,Isla De Flores:Berlioz,159.12,0,
84,2021-02-09 23:10,Alavilla Mailla,Scenery,137819,Scenery:Alavilla Mailla,137.82,0,
85,2021-02-09 23:13,Muriël Bostdorp,Lost In The Right Direction,175767,Lost In The Right Direction:Muriël Bostdorp,175.77,0,
86,2021-02-09 23:15,Rebecca Mayer,Under the Willow Tree,126969,Under the Willow Tree:Rebecca Mayer,126.97,0,
87,2021-02-09 23:17,Alexander Motovilov,Little Prince,134183,Little Prince:Alexander Motovilov,134.18,0,
88,2021-02-09 23:20,Rand Aldo,Dream in Eb,145533,Dream in Eb:Rand Aldo,145.53,0,
89,2021-02-09 23:22,Con Alma,Respite,140000,Respite:Con Alma,140.0,0,
90,2021-02-09 23:24,Bert Hearns,Photine,129374,Photine:Bert Hearns,129.37,0,
91,2021-02-09 23:27,Jacob David,Dvale,179000,Dvale:Jacob David,179.0,0,
92,2021-02-09 23:29,Regina Mira,The Winding Paths,119726,The Winding Paths:Regina Mira,119.73,0,
93,2021-02-09 23:32,Shane Dillard,Song for Marianne,133627,Song for Marianne:Shane Dillard,133.63,0,
94,2021-02-09 23:35,Ingegerd Margaux,Une Valse à Anna,180836,Une Valse à Anna:Ingegerd Margaux,180.84,0,
95,2021-02-09 23:37,Pataki Gisella,Téli,150250,Téli:Pataki Gisella,150.25,0,
96,2021-02-09 23:39,Rich Mortimer,Just For Now,110000,Just For Now:Rich Mortimer,110.0,0,
97,2021-02-09 23:41,Amy-Leigh Williamson,To Brodie,136000,To Brodie:Amy-Leigh Williamson,136.0,0,
98,2021-02-09 23:42,Suéter,Amanece En La Ruta,2970,Amanece En La Ruta:Suéter,2.97,1,29UOHJBpXY1L1QiWaZLY8o
102,2021-02-09 23:47,Charly García,Ángeles y Predicadores,7309,Ángeles y Predicadores:Charly García,7.31,0,1L3xF00RcV4rx9zR5dUNoT
104,2021-02-09 23:52,Charly García,Yo No Quiero Volverme Tan Loco,310706,Yo No Quiero Volverme Tan Loco:Charly García,310.71,1,4VQQ5nlfYdBm9Zn1H3IjLS
105,2021-02-09 23:56,Serú Girán,Salir De La Melancolía,10037,Salir De La Melancolía:Serú Girán,10.04,0,4T9Elo8e4WcZzWm6PF3WgW
108,2021-02-10 01:42,Sui Generis,"Natalio Ruiz, el Hombrecito del Sombrero Gris",223795,"Natalio Ruiz, el Hombrecito del Sombrero Gris:Sui Generis",223.8,0,5Po9Vxwr4ZowkQzCrgWlnA
110,2021-02-10 01:45,Serú Girán,"No Llores Por Mí, Argentina - Live",202226,"No Llores Por Mí, Argentina - Live:Serú Girán",202.23,0,2gs1hHeZHNBj4MxD2N5iug
111,2021-02-10 01:49,Charly García,Chipi Chipi - Live,223191,Chipi Chipi - Live:Charly García,223.19,0,
112,2021-02-10 02:11,Charly García,No Me Dejan Salir,108394,No Me Dejan Salir:Charly García,108.39,0,6P6rudfmKr7FyArdyEs0Mk
114,2021-02-10 02:56,Mancha De Rolando,Chino,73711,Chino:Mancha De Rolando,73.71,1,3i22RR1yUia5ShKujgQcX3
115,2021-02-10 02:57,Fito Paez,Pétalo de sal,163280,Pétalo de sal:Fito Paez,163.28,1,47rrhPXwe6sfKtIDwJAsO4
116,2021-02-10 03:01,Guasones,Me Estás Tratando Mal - En Vivo Acústico,260807,Me Estás Tratando Mal - En Vivo Acústico:Guasones,260.81,1,6YKN33GKbvLF3dcZtXPIlP
117,2021-02-10 03:04,Serú Girán,Peperina,212561,Peperina:Serú Girán,212.56,1,3kL99Fpliaj8HWigniTIp7
119,2021-02-10 03:09,Las Pastillas del Abuelo,Qué Es Dios?,273169,Qué Es Dios?:Las Pastillas del Abuelo,273.17,1,5P29BFj3HVX4iEsK7lCa0t
120,2021-02-10 03:13,Divididos,Pepe Lui,244553,Pepe Lui:Divididos,244.55,0,
121,2021-02-10 03:18,Mancha De Rolando,Donde vamos,258476,Donde vamos:Mancha De Rolando,258.48,1,7wo12JShmTgEdKdLy62M6u
122,2021-02-10 03:22,El Soldado,Angel de los Perdedores,252132,Angel de los Perdedores:El Soldado,252.13,0,
123,2021-02-10 03:26,Charly García,Chipi-Chipi,9516,Chipi-Chipi:Charly García,9.52,1,6pCZYiB2ZoLfDuapZbpKl8
131,2021-02-10 03:30,Andrés Calamaro,Loco,188350,Loco:Andrés Calamaro,188.35,0,
132,2021-02-10 03:31,Chano,Claramente,106217,Claramente:Chano,106.22,0,
133,2021-02-10 03:35,Suéter,Amanece En La Ruta,231132,Amanece En La Ruta:Suéter,231.13,1,29UOHJBpXY1L1QiWaZLY8o
134,2021-02-10 03:38,Las Pastillas del Abuelo,Duda,129936,Duda:Las Pastillas del Abuelo,129.94,1,5ZhiXlsIwkzNg5iREJgOu3
135,2021-02-10 14:29,The Beatles,Hey Jude - Remastered 2009,393390,Hey Jude - Remastered 2009:The Beatles,393.39,0,
136,2021-02-10 14:33,Eric Clapton,Tears in Heaven,235130,Tears in Heaven:Eric Clapton,235.13,0,
137,2021-02-10 14:41,Led Zeppelin,Stairway to Heaven - Remaster,347810,Stairway to Heaven - Remaster:Led Zeppelin,347.81,0,
138,2021-02-10 14:47,Billy Joel,Piano Man,279710,Piano Man:Billy Joel,279.71,0,
139,2021-02-10 14:49,Lady Gaga,Always Remember Us This Way,165520,Always Remember Us This Way:Lady Gaga,165.52,0,
140,2021-02-10 14:51,Ed Sheeran,Photograph,105570,Photograph:Ed Sheeran,105.57,1,0ch8PUB8JRTMJqmdmfY46U
141,2021-02-10 14:55,The Beatles,The Long And Winding Road - Remastered 2009,53490,The Long And Winding Road - Remastered 2009:The Beatles,53.49,0,
142,2021-02-10 15:12,Pink Floyd,Money,296860,Money:Pink Floyd,296.86,0,
143,2021-02-10 15:14,The Beatles,Blackbird - Remastered 2009,138386,Blackbird - Remastered 2009:The Beatles,138.39,0,
144,2021-02-10 15:17,The Rolling Stones,Start Me Up - Remastered 2009,213066,Start Me Up - Remastered 2009:The Rolling Stones,213.07,0,
145,2021-02-10 15:22,Coldplay,Everglow,282693,Everglow:Coldplay,282.69,0,
146,2021-02-10 15:25,Ed Sheeran,Lego House,185093,Lego House:Ed Sheeran,185.09,1,5ubHAQtKuFfiG4FXfLP804
147,2021-02-10 15:27,Frank Sinatra,Come Fly With Me - Remastered 1998,112120,Come Fly With Me - Remastered 1998:Frank Sinatra,112.12,0,4hHbeIIKO5Y5uLyIEbY9Gn
148,2021-02-10 15:29,Boyz II Men,End Of The Road,93310,End Of The Road:Boyz II Men,93.31,0,
149,2021-02-10 15:35,Pink Floyd,Comfortably Numb,382296,Comfortably Numb:Pink Floyd,382.3,1,5HNCy40Ni5BZJFw1TKzRsC
150,2021-02-10 15:39,AC/DC,Rock N Roll Train,241493,Rock N Roll Train:AC/DC,241.49,0,
151,2021-02-10 15:43,Sam Tsui,Thinking out Loud / I'm Not the Only One,235000,Thinking out Loud / I'm Not the Only One:Sam Tsui,235.0,0,
152,2021-02-10 15:47,Boyce Avenue,Radioactive,211092,Radioactive:Boyce Avenue,211.09,0,
153,2021-02-10 15:49,The Lumineers,Ophelia,133067,Ophelia:The Lumineers,133.07,0,
154,2021-02-10 15:53,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258342,Can't Hold Us (feat. Ray Dalton):Macklemore & Ryan Lewis,258.34,0,
155,2021-02-10 15:58,Queen,Somebody To Love - Remastered 2011,296480,Somebody To Love - Remastered 2011:Queen,296.48,0,
156,2021-02-10 16:02,Ariana Grande,Stuck with U (with Justin Bieber),228482,Stuck with U (with Justin Bieber):Ariana Grande,228.48,1,4HBZA5flZLE435QTztThqH
157,2021-02-10 16:05,Lady Gaga,Shallow,215733,Shallow:Lady Gaga,215.73,0,
158,2021-02-10 16:11,Gorillaz,Clint Eastwood,340920,Clint Eastwood:Gorillaz,340.92,0,1RKUoGiLEbcXN4GY4spQDx
159,2021-02-10 16:15,The Beatles,Oh! Darling - Remastered 2009,207240,Oh! Darling - Remastered 2009:The Beatles,207.24,0,
160,2021-02-10 16:19,The Beatles,Let It Be - Remastered 2009,243026,Let It Be - Remastered 2009:The Beatles,243.03,0,
161,2021-02-10 16:20,Michael Jackson,Slave to the Rhythm,103545,Slave to the Rhythm:Michael Jackson,103.54,1,4h5KB1btt2aZBq9EJHmWF4
162,2021-02-10 16:24,Lady Gaga,Shallow,215733,Shallow:Lady Gaga,215.73,0,
163,2021-02-10 16:28,Gorillaz,On Melancholy Hill,233866,On Melancholy Hill:Gorillaz,233.87,0,0q6LuUqGLUiCPP1cbdwFs3
164,2021-02-10 16:33,Coldplay,Charlie Brown,285159,Charlie Brown:Coldplay,285.16,0,1yqMgZNrevsWMLWfO2PRp5
165,2021-02-10 16:36,Jack Johnson,Better Together,207680,Better Together:Jack Johnson,207.68,1,2iXdwVdzA0KrI2Q0iZNJbX
166,2021-02-10 16:38,The Beatles,Eleanor Rigby - Remastered 2009,126533,Eleanor Rigby - Remastered 2009:The Beatles,126.53,0,
167,2021-02-10 16:41,Ed Sheeran,Galway Girl,170826,Galway Girl:Ed Sheeran,170.83,0,
168,2021-02-10 16:49,Oasis,Champagne Supernova - Remastered,451320,Champagne Supernova - Remastered:Oasis,451.32,1,1wo3UYTeizJHkwYIuLuBPF
169,2021-02-10 16:54,Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",299760,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack:Aerosmith",299.76,0,
170,2021-02-10 16:58,Pink Floyd,"Another Brick in the Wall, Pt. 2",238746,"Another Brick in the Wall, Pt. 2:Pink Floyd",238.75,1,4gMgiXfqyzZLMhsksGmbQV
171,2021-02-10 17:00,The Beatles,Blackbird - Remastered 2009,138386,Blackbird - Remastered 2009:The Beatles,138.39,0,
172,2021-02-10 17:04,Red Hot Chili Peppers,Can't Stop,269000,Can't Stop:Red Hot Chili Peppers,269.0,0,3ZOEytgrvLwQaqXreDs2Jx
173,2021-02-10 17:08,John Lennon,Imagine - Remastered 2010,187866,Imagine - Remastered 2010:John Lennon,187.87,0,
174,2021-02-10 17:10,The Beatles,Blackbird - Remastered 2009,138386,Blackbird - Remastered 2009:The Beatles,138.39,0,
175,2021-02-10 17:13,The Lumineers,Ho Hey,163133,Ho Hey:The Lumineers,163.13,0,
176,2021-02-10 17:17,Green Day,Wake Me up When September Ends,285653,Wake Me up When September Ends:Green Day,285.65,1,3ZffCQKLFLUvYM59XKLbVm
177,2021-02-10 17:22,Queen,I Want To Break Free - Single Remix,258013,I Want To Break Free - Single Remix:Queen,258.01,0,
178,2021-02-10 17:26,Coldplay,Fun (feat. Tove Lo),267533,Fun (feat. Tove Lo):Coldplay,267.53,1,7fJFDK6XjYsXcMKNHESbot
179,2021-02-10 17:30,Michael Jackson,Slave to the Rhythm,255986,Slave to the Rhythm:Michael Jackson,255.99,1,4h5KB1btt2aZBq9EJHmWF4
180,2021-02-10 17:35,Ed Sheeran,Thinking out Loud,281560,Thinking out Loud:Ed Sheeran,281.56,1,34gCuhDGsG4bRPIf9bb02f
181,2021-02-10 17:39,Queen,Friends Will Be Friends - Remastered 2011,246906,Friends Will Be Friends - Remastered 2011:Queen,246.91,0,
182,2021-02-10 17:43,Eminem,River (feat. Ed Sheeran),221013,River (feat. Ed Sheeran):Eminem,221.01,0,
183,2021-02-10 17:47,Maroon 5,Payphone,231386,Payphone:Maroon 5,231.39,0,1ml03ZtwxEJJiEuIsjke7W
184,2021-02-10 17:50,The Beatles,Penny Lane - Remastered 2015,180520,Penny Lane - Remastered 2015:The Beatles,180.52,0,
185,2021-02-10 17:54,Eminem,Love The Way You Lie,263373,Love The Way You Lie:Eminem,263.37,0,6UaRii9AH6Zss9xNMEQ2M9
186,2021-02-10 17:58,Elton John,Your Song,241786,Your Song:Elton John,241.79,0,
187,2021-02-10 18:02,The Beatles,Across The Universe - Remastered 2009,228133,Across The Universe - Remastered 2009:The Beatles,228.13,0,
188,2021-02-10 18:08,Pink Floyd,Money,382834,Money:Pink Floyd,382.83,0,
189,2021-02-10 18:11,The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,122893,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009:The Beatles,122.89,1,4fUKE8EULjQdHF4zb0M8FO
190,2021-02-10 18:16,U2,City Of Blinding Lights,345706,City Of Blinding Lights:U2,345.71,0,
191,2021-02-10 18:21,Red Hot Chili Peppers,Otherside,255373,Otherside:Red Hot Chili Peppers,255.37,1,3CeYdUfGPCjKMDYyI1PpCh
192,2021-02-10 18:24,Lady Gaga,Shallow,215733,Shallow:Lady Gaga,215.73,0,
193,2021-02-10 18:30,U2,Where The Streets Have No Name - Remastered,337505,Where The Streets Have No Name - Remastered:U2,337.5,0,
194,2021-02-10 18:33,Imagine Dragons,Demons,177506,Demons:Imagine Dragons,177.51,0,2Oehrcv4Kov0SuIgWyQY9e
195,2021-02-10 18:37,Ed Sheeran,Photograph,258986,Photograph:Ed Sheeran,258.99,1,0ch8PUB8JRTMJqmdmfY46U
196,2021-02-10 18:41,Ed Sheeran,Castle on the Hill,261153,Castle on the Hill:Ed Sheeran,261.15,0,6PCUP3dWmTjcTtXY02oFdT
197,2021-02-10 18:45,Jason Mraz,I Won't Give Up,240165,I Won't Give Up:Jason Mraz,240.16,0,
198,2021-02-10 18:49,Frank Sinatra,"New York, New York",210360,"New York, New York:Frank Sinatra",210.36,0,4NdzFKsviXMxchKjzPhnKW
199,2021-02-10 18:52,James Blunt,You're Beautiful,209493,You're Beautiful:James Blunt,209.49,1,0vg4WnUWvze6pBOJDTq99k
200,2021-02-10 18:57,Ed Sheeran,Bloodstream,300253,Bloodstream:Ed Sheeran,300.25,0,
201,2021-02-10 19:03,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226,"Lose Yourself - From ""8 Mile"" Soundtrack:Eminem",322.23,0,
202,2021-02-10 19:06,The Rolling Stones,"Paint It, Black",202266,"Paint It, Black:The Rolling Stones",202.27,0,
203,2021-02-10 19:11,The Police,Every Little Thing She Does Is Magic,260573,Every Little Thing She Does Is Magic:The Police,260.57,0,
204,2021-02-10 19:15,The Police,Every Breath You Take,253920,Every Breath You Take:The Police,253.92,0,
205,2021-02-10 19:19,Coldplay,Yellow,266773,Yellow:Coldplay,266.77,1,3AJwUDP919kvQ9QcozQPxg
206,2021-02-10 19:26,Ed Sheeran,Make It Rain,404480,Make It Rain:Ed Sheeran,404.48,1,4rhcqdXTzNX9uZRZybj3UP
207,2021-02-10 19:30,Bruno Mars,When I Was Your Man,213826,When I Was Your Man:Bruno Mars,213.83,1,0nJW01T7XtvILxQgC5J7Wh
208,2021-02-10 19:35,Coldplay,Fix You,295533,Fix You:Coldplay,295.53,1,7LVHVU3tWfcxj5aiPFEW4Q
209,2021-02-10 19:38,The Beatles,The Long And Winding Road - Remastered 2009,218186,The Long And Winding Road - Remastered 2009:The Beatles,218.19,0,
210,2021-02-10 19:41,Green Day,Basket Case,181533,Basket Case:Green Day,181.53,0,6L89mwZXSOwYl76YXfX13s
211,2021-02-10 19:45,Michael Bublé,Feeling Good,237333,Feeling Good:Michael Bublé,237.33,0,
212,2021-02-10 19:52,Pink Floyd,Comfortably Numb,382296,Comfortably Numb:Pink Floyd,382.3,1,5HNCy40Ni5BZJFw1TKzRsC
213,2021-02-10 19:55,Queen,Love Of My Life - Remastered 2011,217386,Love Of My Life - Remastered 2011:Queen,217.39,0,
214,2021-02-10 20:00,Eric Clapton,Tears in Heaven,271760,Tears in Heaven:Eric Clapton,271.76,0,
215,2021-02-10 20:07,Coldplay,Up&Up,405320,Up&Up:Coldplay,405.32,1,31L9yLXSj6LpCFupyMV6CR
216,2021-02-10 20:10,Justin Bieber,As Long As You Love Me - Acoustic Version,221693,As Long As You Love Me - Acoustic Version:Justin Bieber,221.69,1,1kN9UiyOSRVCrSc49ft0lp
217,2021-02-10 20:18,The White Buffalo,Come Join the Murder - From Sons of Anarchy,448093,Come Join the Murder - From Sons of Anarchy:The White Buffalo,448.09,0,1jZoQ2R3wgs1UbOhio9j8I
218,2021-02-10 20:21,Frank Sinatra,Come Fly With Me - Remastered 1998,199093,Come Fly With Me - Remastered 1998:Frank Sinatra,199.09,0,4hHbeIIKO5Y5uLyIEbY9Gn
219,2021-02-10 20:26,Coldplay,Miracles (Someone Special),276906,Miracles (Someone Special):Coldplay,276.91,0,
220,2021-02-10 20:30,The Beatles,Come Together - Remastered 2009,259946,Come Together - Remastered 2009:The Beatles,259.95,0,
221,2021-02-10 20:34,John Legend,All of Me,269560,All of Me:John Legend,269.56,0,
222,2021-02-10 20:41,Michael Jackson,Don't Stop 'Til You Get Enough,365466,Don't Stop 'Til You Get Enough:Michael Jackson,365.47,0,
223,2021-02-10 20:44,Birdy,Skinny Love,201080,Skinny Love:Birdy,201.08,0,
224,2021-02-10 20:47,AC/DC,You Shook Me All Night Long,210173,You Shook Me All Night Long:AC/DC,210.17,0,
225,2021-02-10 20:53,Gorillaz,Clint Eastwood,340920,Clint Eastwood:Gorillaz,340.92,0,1RKUoGiLEbcXN4GY4spQDx
226,2021-02-10 20:56,Ed Sheeran,Lego House,185093,Lego House:Ed Sheeran,185.09,1,5ubHAQtKuFfiG4FXfLP804
227,2021-02-10 21:00,The Beatles,Strawberry Fields Forever - Remastered 2009,247320,Strawberry Fields Forever - Remastered 2009:The Beatles,247.32,1,3Am0IbOxmvlSXro7N5iSfZ
228,2021-02-10 21:04,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,235545,Girls Like You (feat. Cardi B) - Cardi B Version:Maroon 5,235.54,0,
229,2021-02-10 21:07,Calum Scott,Dancing On My Own,174768,Dancing On My Own:Calum Scott,174.77,0,
230,2021-02-10 21:11,Lady Gaga,Shallow,215733,Shallow:Lady Gaga,215.73,0,
231,2021-02-10 21:15,Maroon 5,Misery - Acoustic Version,226320,Misery - Acoustic Version:Maroon 5,226.32,1,7ieV1TBSMyf5sFiPh9X2ai
232,2021-02-10 21:19,Michael Bublé,Feeling Good,237333,Feeling Good:Michael Bublé,237.33,0,
233,2021-02-10 21:23,Robbie Williams,Rock DJ,258560,Rock DJ:Robbie Williams,258.56,0,
234,2021-02-10 21:26,Imagine Dragons,Whatever It Takes,201240,Whatever It Takes:Imagine Dragons,201.24,1,7F3uo3304R2CTvOseU3H7u
235,2021-02-10 21:30,The Beatles,Let It Be - Remastered 2009,243026,Let It Be - Remastered 2009:The Beatles,243.03,0,
