,endTime,artistName,trackName,msPlayed,full_track,segsPlayed,In Library,uri_tot
5401,2021-06-30 19:52,Charly García,Dos Cero Uno,128493,Dos Cero Uno:Charly García,128.49,0,
5402,2021-06-30 19:55,Almendra,A Estos Hombres Tristes,165932,A Estos Hombres Tristes:Almendra,165.93,0,
5403,2021-06-30 19:57,Gustavo Cerati,Lisa,88657,Lisa:Gustavo Cerati,88.66,0,3ac2SnHk4KYjP2Au4ZL7eu
5404,2021-06-30 20:01,Charly García,Nuevos Trapos,245018,Nuevos Trapos:Charly García,245.02,0,
5405,2021-06-30 20:05,Sui Generis,Música de Fondo para Cualquier Fiesta Animada,275240,Música de Fondo para Cualquier Fiesta Animada:Sui Generis,275.24,0,
5406,2021-06-30 20:09,Ed Sheeran,Bad Habits,231039,Bad Habits:Ed Sheeran,231.04,0,
5407,2021-06-30 20:12,Ed Sheeran,Afterglow,185482,Afterglow:Ed Sheeran,185.48,0,
5408,2021-06-30 20:17,Ed Sheeran,Bloodstream,300235,Bloodstream:Ed Sheeran,300.24,0,
5409,2021-06-30 20:18,Sui Generis,Música de Fondo para Cualquier Fiesta Animada,53184,Música de Fondo para Cualquier Fiesta Animada:Sui Generis,53.18,0,
5410,2021-06-30 20:23,Queen,Somebody To Love - Remastered 2011,296473,Somebody To Love - Remastered 2011:Queen,296.47,0,
5411,2021-06-30 20:27,John Mayer,Slow Dancing in a Burning Room,241999,Slow Dancing in a Burning Room:John Mayer,242.0,0,
5412,2021-06-30 20:31,Billy Joel,She's Always a Woman,201364,She's Always a Woman:Billy Joel,201.36,0,
5413,2021-06-30 20:41,The Beatles,In My Life - Remastered 2009,146333,In My Life - Remastered 2009:The Beatles,146.33,0,
5414,2021-06-30 20:46,Ed Sheeran,Thinking out Loud,281560,Thinking out Loud:Ed Sheeran,281.56,1,34gCuhDGsG4bRPIf9bb02f
5415,2021-06-30 20:54,The Police,So Lonely,218818,So Lonely:The Police,218.82,0,
5416,2021-06-30 20:58,The Animals,House of the Rising Sun,269906,House of the Rising Sun:The Animals,269.91,0,
5417,2021-06-30 21:04,Billy Joel,Piano Man,339000,Piano Man:Billy Joel,339.0,0,
5418,2021-06-30 21:44,R.E.M.,Shiny Happy People,106797,Shiny Happy People:R.E.M.,106.8,1,1v2zyAJrChw5JnfafSkwkJ
5419,2021-07-01 22:08,Erik Satie,Gymnopédie No. 1,205866,Gymnopédie No. 1:Erik Satie,205.87,0,
5420,2021-07-01 22:13,Frédéric Chopin,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",273666,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2:Frédéric Chopin",273.67,0,
5421,2021-07-01 22:18,La Maquina De Hacer Pájaros,Obertura 777 - Instrumental,291086,Obertura 777 - Instrumental:La Maquina De Hacer Pájaros,291.09,0,
5422,2021-07-01 22:24,Genesis,Firth Of Fifth - Remastered 2008,391900,Firth Of Fifth - Remastered 2008:Genesis,391.9,0,
5423,2021-07-01 22:26,Stevie Wonder,Love's In Need Of Love Today,87673,Love's In Need Of Love Today:Stevie Wonder,87.67,0,
5424,2021-07-01 22:29,Piano Tribute Players,Boulevard of Broken Dreams (Made Famous by Green Day),199040,Boulevard of Broken Dreams (Made Famous by Green Day):Piano Tribute Players,199.04,0,
5425,2021-07-01 22:32,Piano Tribute Players,She Will Be Loved,198426,She Will Be Loved:Piano Tribute Players,198.43,0,
5426,2021-07-01 22:34,Yiruma,River Flows In You,97108,River Flows In You:Yiruma,97.11,0,
5427,2021-07-01 22:36,Yann Tiersen,"Comptine d'un autre été, l'après-midi",140714,"Comptine d'un autre été, l'après-midi:Yann Tiersen",140.71,0,
5428,2021-07-01 22:39,The Piano Maestros,Yesterday / Let It Be (as made famous by The Beatles),139321,Yesterday / Let It Be (as made famous by The Beatles):The Piano Maestros,139.32,0,
5429,2021-07-01 22:42,Piano Tribute Players,I Don't Want To Miss a Thing,193240,I Don't Want To Miss a Thing:Piano Tribute Players,193.24,0,
5430,2021-07-01 22:45,Piano Piano,Come Together,166112,Come Together:Piano Piano,166.11,0,
5431,2021-07-01 22:47,Piano Tribute Players,I Want to Hold Your Hand,154286,I Want to Hold Your Hand:Piano Tribute Players,154.29,0,
5432,2021-07-01 23:02,Piano Tribute Players,Hey Jude,193380,Hey Jude:Piano Tribute Players,193.38,0,
5433,2021-07-01 23:06,Bruno Mars,Leave The Door Open,242092,Leave The Door Open:Bruno Mars,242.09,1,7MAibcTli4IisCtbHKrGMh
5434,2021-07-01 23:08,Piano Tribute Players,Twist and Shout,85368,Twist and Shout:Piano Tribute Players,85.37,0,
5435,2021-07-01 23:11,Zenon Pereyra,Baila bach,200575,Baila bach:Zenon Pereyra,200.58,1,77uvRiAHXKwePaeT2H7SyE
5436,2021-07-01 23:16,Charly García,Adela en el Carrousell,295860,Adela en el Carrousell:Charly García,295.86,1,4Pz6d9chtIKUQ628KWDZpR
5437,2021-07-01 23:20,John Mayer,New Light,217429,New Light:John Mayer,217.43,0,
5438,2021-07-01 23:32,John Mayer,Slow Dancing in a Burning Room,130397,Slow Dancing in a Burning Room:John Mayer,130.4,0,
5439,2021-07-02 14:35,The Piano Players,Yesterday,122906,Yesterday:The Piano Players,122.91,0,
5440,2021-07-02 14:39,Piano Tribute Players,Come Together,204826,Come Together:Piano Tribute Players,204.83,0,
5441,2021-07-02 14:45,Scott D. Davis,Nothing Else Matters,362266,Nothing Else Matters:Scott D. Davis,362.27,0,
5442,2021-07-02 14:47,Piano Superstar,I Want to Hold Your Hand (Piano Version),134240,I Want to Hold Your Hand (Piano Version):Piano Superstar,134.24,0,
5443,2021-07-02 14:50,Frédéric Chopin,"Nocturne No. 2 in E Flat, Op. 9",196220,"Nocturne No. 2 in E Flat, Op. 9:Frédéric Chopin",196.22,0,
5444,2021-07-02 14:53,Piano Masters,Your Song,193980,Your Song:Piano Masters,193.98,0,
5445,2021-07-02 14:57,Piano Tribute Players,When I Was Your Man,214440,When I Was Your Man:Piano Tribute Players,214.44,0,
5446,2021-07-02 15:01,London Music Works,Imagine (Piano Version),231643,Imagine (Piano Version):London Music Works,231.64,0,
5447,2021-07-02 15:05,London Music Works,Can You Feel the Love Tonight? (Piano Version),237299,Can You Feel the Love Tonight? (Piano Version):London Music Works,237.3,0,
5448,2021-07-02 15:09,Piano Tribute Players,Fly Me to the Moon,280016,Fly Me to the Moon:Piano Tribute Players,280.02,0,
5449,2021-07-02 15:12,Piano Tribute Players,"New York, New York",161088,"New York, New York:Piano Tribute Players",161.09,0,
5450,2021-07-02 15:17,Jack Hallam,When You Say Nothing At All,319229,When You Say Nothing At All:Jack Hallam,319.23,0,
5451,2021-07-02 15:22,Piano Tribute Players,If I Were a Boy,243392,If I Were a Boy:Piano Tribute Players,243.39,0,
5452,2021-07-02 15:26,Viel Lounge Band,Just Give Me a Reason (Piano Karaoke Version) [In the Style of Pink & Nate Ruess],245421,Just Give Me a Reason (Piano Karaoke Version) [In the Style of Pink & Nate Ruess]:Viel Lounge Band,245.42,0,
5453,2021-07-02 15:29,Ludovico Einaudi,Primavera,228729,Primavera:Ludovico Einaudi,228.73,0,
5454,2021-07-02 15:37,Fito Paez,Al Lado Del Camino,432680,Al Lado Del Camino:Fito Paez,432.68,1,4kO3ytUsym4fw60Szcglc5
5455,2021-07-02 15:41,Fito Paez,Un Vestido Y Un Amor,277061,Un Vestido Y Un Amor:Fito Paez,277.06,1,3s8enexDZG7QqYWIYR0PMK
5456,2021-07-02 15:46,Fito Paez,Yo Vengo A Ofrecer Mi Corazón,265906,Yo Vengo A Ofrecer Mi Corazón:Fito Paez,265.91,0,
5457,2021-07-02 15:48,Bandalos Chinos,Mi Manera De Ser,160853,Mi Manera De Ser:Bandalos Chinos,160.85,0,5gLPJihYkhz3h7ZRIa2QO8
5458,2021-07-02 15:52,Burkina,No Me Da Lo Mismo,206495,No Me Da Lo Mismo:Burkina,206.5,0,
5459,2021-07-02 15:54,Mac Miller,Good News,124744,Good News:Mac Miller,124.74,0,
5460,2021-07-02 15:55,Silvestre y La Naranja,Amores Callejeros,50222,Amores Callejeros:Silvestre y La Naranja,50.22,1,3TB1bt5EedjKd6739mWkcm
5461,2021-07-02 15:58,Zenon Pereyra,Baila bach,200575,Baila bach:Zenon Pereyra,200.58,1,77uvRiAHXKwePaeT2H7SyE
5462,2021-07-02 16:03,Charly García,Total Interferencia,297986,Total Interferencia:Charly García,297.99,1,5InJsNKDCwm7Oi0Xujkhvs
5463,2021-07-02 16:55,La Beriso,No Me Olvides,11392,No Me Olvides:La Beriso,11.39,1,7LDUiraavMZ6mb8hK3mXkj
5464,2021-07-03 03:00,Fito Paez,Un Vestido Y Un Amor,277061,Un Vestido Y Un Amor:Fito Paez,277.06,1,3s8enexDZG7QqYWIYR0PMK
5465,2021-07-03 03:05,Fito Paez,Yo Vengo A Ofrecer Mi Corazón,265906,Yo Vengo A Ofrecer Mi Corazón:Fito Paez,265.91,0,
5466,2021-07-03 03:09,Fito Paez,Eso Que Llevas Ahí,224491,Eso Que Llevas Ahí:Fito Paez,224.49,1,7GISug8mfNCcgMq1XEV44L
5467,2021-07-03 03:41,Fito Paez,Al Lado Del Camino,229687,Al Lado Del Camino:Fito Paez,229.69,1,4kO3ytUsym4fw60Szcglc5
5468,2021-07-03 03:57,Fito Paez,Al Lado Del Camino,204200,Al Lado Del Camino:Fito Paez,204.2,1,4kO3ytUsym4fw60Szcglc5
5469,2021-07-03 04:00,Suruba,Yendo de la Cama al Living (feat. Santi Aysine & Juanjo Gapari),158414,Yendo de la Cama al Living (feat. Santi Aysine & Juanjo Gapari):Suruba,158.41,0,
5470,2021-07-03 04:22,Charly García,No Me Dejan Salir,172764,No Me Dejan Salir:Charly García,172.76,0,6P6rudfmKr7FyArdyEs0Mk
5472,2021-07-04 00:08,Charly García,Cerca De La Revolucion,218303,Cerca De La Revolucion:Charly García,218.3,0,6KrSQXiwgnWBv6E4tTjbdF
5473,2021-07-04 00:14,Serú Girán,Encuentro Con El Diablo - Remastered,323773,Encuentro Con El Diablo - Remastered:Serú Girán,323.77,0,
5474,2021-07-04 00:23,La Maquina De Hacer Pájaros,Obertura 777 - Instrumental,201611,Obertura 777 - Instrumental:La Maquina De Hacer Pájaros,201.61,0,
5475,2021-07-04 00:28,Charly García,Total Interferencia,297986,Total Interferencia:Charly García,297.99,1,5InJsNKDCwm7Oi0Xujkhvs
5476,2021-07-04 00:32,Charly García,Peluca Telefónica,295136,Peluca Telefónica:Charly García,295.14,0,4ICxNg9S9JgcQ0d1TlPhJm
5477,2021-07-05 00:55,Fito Paez,11 Y 6,9430,11 Y 6:Fito Paez,9.43,1,2PkTjm1QAJCZbJ9MqC4RqA
5480,2021-07-05 00:58,Fito Paez,Un vestido y un amor,198996,Un vestido y un amor:Fito Paez,199.0,0,
5481,2021-07-05 01:03,Serú Girán,Cinema Verité,293213,Cinema Verité:Serú Girán,293.21,1,3dSGYEAgBj8KF0HnzXskMo
5482,2021-07-05 01:07,Serú Girán,Canción De Alicia En El País - Remastered,264333,Canción De Alicia En El País - Remastered:Serú Girán,264.33,0,519WGo9DQCtYP72a7Lmprj
5483,2021-07-05 01:21,Andrés Calamaro,Te quiero igual,223051,Te quiero igual:Andrés Calamaro,223.05,0,7qIw4D1PcDHigDohKkLB0W
5484,2021-07-05 02:30,Gustavo Cerati,Cactus,234760,Cactus:Gustavo Cerati,234.76,1,1NeZxBuSEhikl0ZrOSgpuW
5485,2021-07-05 02:33,Fito Paez,11 Y 6,178266,11 Y 6:Fito Paez,178.27,1,2PkTjm1QAJCZbJ9MqC4RqA
5486,2021-07-05 02:36,Sui Generis,"Natalio Ruiz, el Hombrecito del Sombrero Gris",223800,"Natalio Ruiz, el Hombrecito del Sombrero Gris:Sui Generis",223.8,0,5Po9Vxwr4ZowkQzCrgWlnA
5488,2021-07-05 02:41,Gustavo Cerati,La Excepción,251600,La Excepción:Gustavo Cerati,251.6,0,
5489,2021-07-05 02:42,Gustavo Cerati,Bomba de Tiempo,65643,Bomba de Tiempo:Gustavo Cerati,65.64,0,
5490,2021-07-05 02:45,Gustavo Cerati,Av. Alcorta,195700,Av. Alcorta:Gustavo Cerati,195.7,0,
5492,2021-07-05 02:47,Pescado Rabioso,Todas las Hojas Son del Viento,130080,Todas las Hojas Son del Viento:Pescado Rabioso,130.08,1,689lBKIELtWGHfsPWpR6rv
5493,2021-07-05 02:51,Pescado Rabioso,Blues de Cris,208960,Blues de Cris:Pescado Rabioso,208.96,0,
5494,2021-07-05 02:56,Gustavo Cerati,Fuerza Natural,289946,Fuerza Natural:Gustavo Cerati,289.95,1,4nISKMNTbWKrZpGFI44pIz
5495,2021-07-05 02:58,Ratones Paranoicos,Juana de Arco,158960,Juana de Arco:Ratones Paranoicos,158.96,0,
5496,2021-07-05 03:02,Gustavo Cerati,Uno Entre 1000,249386,Uno Entre 1000:Gustavo Cerati,249.39,0,
5497,2021-07-05 03:08,Gustavo Cerati,Torteval,364906,Torteval:Gustavo Cerati,364.91,0,
5498,2021-07-05 03:15,Gustavo Cerati,Bajan,35730,Bajan:Gustavo Cerati,35.73,1,6t7HHaRoBvEMqEs29qHpdt
5499,2021-07-05 15:10,Pedro Aznar,Cardo o Ceniza,134652,Cardo o Ceniza:Pedro Aznar,134.65,0,
5500,2021-07-05 16:55,Fito Paez,Un Vestido Y Un Amor,275470,Un Vestido Y Un Amor:Fito Paez,275.47,1,3s8enexDZG7QqYWIYR0PMK
5501,2021-07-05 22:06,Sui Generis,Aprendizaje,1900,Aprendizaje:Sui Generis,1.9,1,1ER1laT8sGa3uSifgRaL5u
5502,2021-07-05 22:11,Charly García,Peluca Telefónica,301024,Peluca Telefónica:Charly García,301.02,0,4ICxNg9S9JgcQ0d1TlPhJm
5503,2021-07-05 22:14,Luis Alberto Spinetta,No Te Alejes Tanto De Mí,209893,No Te Alejes Tanto De Mí:Luis Alberto Spinetta,209.89,0,
5504,2021-07-05 22:19,Andrés Calamaro,Te quiero igual,13558,Te quiero igual:Andrés Calamaro,13.56,0,7qIw4D1PcDHigDohKkLB0W
5506,2021-07-05 22:22,Los Gatos,La Balsa,133323,La Balsa:Los Gatos,133.32,0,
5507,2021-07-05 22:23,Vox Dei,Presente,41009,Presente:Vox Dei,41.01,0,
5508,2021-07-05 22:27,Ricardo Soule,Presente (El Momento en Que Estás) - 50º Aniversario,228144,Presente (El Momento en Que Estás) - 50º Aniversario:Ricardo Soule,228.14,0,
5509,2021-07-05 22:29,Manal,Jugo de Tomate,104628,Jugo de Tomate:Manal,104.63,0,
5510,2021-07-05 23:29,Fito Paez,Polaroid De Locura Ordinaria,78043,Polaroid De Locura Ordinaria:Fito Paez,78.04,0,0fAkoHmERNn6PuRqfK7411
5511,2021-07-06 16:03,Sui Generis,Necesito,133960,Necesito:Sui Generis,133.96,1,7H62s62eUQqYXTA3WsrTK7
5513,2021-07-06 16:04,Fito Paez,Alguna Vez Voy A Ser Libre,27910,Alguna Vez Voy A Ser Libre:Fito Paez,27.91,0,
5514,2021-07-06 16:08,Serú Girán,Viernes 3 AM,251559,Viernes 3 AM:Serú Girán,251.56,0,0O5UPTII4Q4zrMXBSVtBiD
5516,2021-07-06 16:39,Serú Girán,"No Llores Por Mí, Argentina - Live",104272,"No Llores Por Mí, Argentina - Live:Serú Girán",104.27,0,2gs1hHeZHNBj4MxD2N5iug
5517,2021-07-07 15:35,Charly García,Total Interferencia,21060,Total Interferencia:Charly García,21.06,1,5InJsNKDCwm7Oi0Xujkhvs
5518,2021-07-07 15:39,MYA,2:50 Remix,231708,2:50 Remix:MYA,231.71,0,
5519,2021-07-07 15:41,BANDIDO,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",131491,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]:BANDIDO",131.49,0,
5520,2021-07-07 15:44,FMK,YO SE QUE TU (feat. Rusherking),193043,YO SE QUE TU (feat. Rusherking):FMK,193.04,0,
5521,2021-07-07 15:47,Rusherking,Loba,158048,Loba:Rusherking,158.05,0,
5522,2021-07-07 15:51,Rauw Alejandro,Reloj,231594,Reloj:Rauw Alejandro,231.59,0,
5523,2021-07-07 15:54,Sech,Sal y Perrea,216510,Sal y Perrea:Sech,216.51,0,
5524,2021-07-07 15:58,J Balvin,Qué Más Pues?,217773,Qué Más Pues?:J Balvin,217.77,0,
5525,2021-07-07 16:01,Natti Natasha,Ram Pam Pam,200785,Ram Pam Pam:Natti Natasha,200.78,0,
5526,2021-07-07 16:05,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),198081,Peaches (feat. Daniel Caesar & Giveon):Justin Bieber,198.08,0,
5527,2021-07-07 16:08,Myke Towers,Explícito,195066,Explícito:Myke Towers,195.07,0,
5528,2021-07-07 18:11,Sech,Sal y Perrea,141776,Sal y Perrea:Sech,141.78,0,
5529,2021-07-07 18:15,Bandalos Chinos,Vámonos de Viaje,235866,Vámonos de Viaje:Bandalos Chinos,235.87,1,2aoaTP39LTDPGHxSKj9OW5
5530,2021-07-07 18:17,Cieloazul,Selva,112895,Selva:Cieloazul,112.9,0,
5531,2021-07-07 18:20,Francisca y Los Exploradores,La Flor,186474,La Flor:Francisca y Los Exploradores,186.47,0,
5532,2021-07-07 18:23,Jerónimo Verdún,Desdibujando,216161,Desdibujando:Jerónimo Verdún,216.16,1,1CUjgEeZ8IwyO83rlZGs9E
5533,2021-07-07 18:26,Jerónimo Verdún,Cuento Libre,148369,Cuento Libre:Jerónimo Verdún,148.37,0,
5534,2021-07-07 18:27,Jerónimo Verdún,"Sus Ojos, Dos Canciones",70553,"Sus Ojos, Dos Canciones:Jerónimo Verdún",70.55,0,
5535,2021-07-07 18:30,IXTLAN,Astronauta,199370,Astronauta:IXTLAN,199.37,0,
5536,2021-07-08 12:19,Kavala,Viaje Al Sur,212556,Viaje Al Sur:Kavala,212.56,0,
5537,2021-07-08 12:22,Blazer,Come Together - Cover,148806,Come Together - Cover:Blazer,148.81,0,
5538,2021-07-08 12:27,The Rolling Stones,Anybody Seen My Baby?,271164,Anybody Seen My Baby?:The Rolling Stones,271.16,0,
5539,2021-07-08 12:30,Lenny Kravitz,Fly Away,221332,Fly Away:Lenny Kravitz,221.33,0,
5540,2021-07-08 12:34,The Killers,Read My Mind,246829,Read My Mind:The Killers,246.83,0,
5541,2021-07-08 12:40,Bon Jovi,Bed Of Roses,342131,Bed Of Roses:Bon Jovi,342.13,0,
5542,2021-07-08 12:42,Duran Duran,Come Undone,123556,Come Undone:Duran Duran,123.56,0,
5543,2021-07-08 12:45,Queen,Crazy Little Thing Called Love - Remastered 2011,163373,Crazy Little Thing Called Love - Remastered 2011:Queen,163.37,0,
5544,2021-07-08 12:48,Queen,I Want To Break Free - Remastered 2011,198764,I Want To Break Free - Remastered 2011:Queen,198.76,0,
5545,2021-07-08 13:15,The Rolling Stones,Angie - Remastered,210345,Angie - Remastered:The Rolling Stones,210.34,0,
5546,2021-07-08 17:58,Fito Paez,Un Vestido Y Un Amor,277061,Un Vestido Y Un Amor:Fito Paez,277.06,1,3s8enexDZG7QqYWIYR0PMK
5547,2021-07-08 18:03,Charly García,Peluca Telefónica,301024,Peluca Telefónica:Charly García,301.02,0,4ICxNg9S9JgcQ0d1TlPhJm
5548,2021-07-08 18:07,Juanes,Dámelo,247386,Dámelo:Juanes,247.39,0,
5549,2021-07-08 18:52,La Beriso,Todo Es Mentira,121186,Todo Es Mentira:La Beriso,121.19,0,
5550,2021-07-08 22:15,Charly García,Peluca Telefónica,175509,Peluca Telefónica:Charly García,175.51,0,4ICxNg9S9JgcQ0d1TlPhJm
5551,2021-07-08 22:30,Fito Paez,Un Vestido Y Un Amor,294969,Un Vestido Y Un Amor:Fito Paez,294.97,1,3s8enexDZG7QqYWIYR0PMK
5552,2021-07-08 22:45,Paul McCartney,Hey Jude,271091,Hey Jude:Paul McCartney,271.09,0,
5553,2021-07-08 22:53,Conociendo Rusia,Cabildo y Juramento,184085,Cabildo y Juramento:Conociendo Rusia,184.08,1,0fQbLONJQqFSePMz1I4UNT
5554,2021-07-08 22:57,Serú Girán,Mientras Miro Las Nuevas Olas - Remastered,237634,Mientras Miro Las Nuevas Olas - Remastered:Serú Girán,237.63,0,20HOkeup7WSNOaOVQKbDNp
5555,2021-07-08 23:04,Riff,Lily Malone,2386,Lily Malone:Riff,2.39,0,
5556,2021-07-08 23:07,Riff,Bienvenida a Mi Lado Oscuro,205265,Bienvenida a Mi Lado Oscuro:Riff,205.26,0,
5557,2021-07-08 23:10,Riff,Es Tarde,158268,Es Tarde:Riff,158.27,0,
5558,2021-07-08 23:15,Riff,Lily Malone,302586,Lily Malone:Riff,302.59,0,
5559,2021-07-08 23:20,Riff,Tigre Hotel,279000,Tigre Hotel:Riff,279.0,0,
5560,2021-07-08 23:24,Riff,Satiros Sueltos,257789,Satiros Sueltos:Riff,257.79,0,
5561,2021-07-08 23:27,Riff,No Obstante Lo Cual,159333,No Obstante Lo Cual:Riff,159.33,0,
5562,2021-07-08 23:31,Riff,Mala Noche,247247,Mala Noche:Riff,247.25,0,
5563,2021-07-09 01:06,Riff,Estamos Hartos,7761,Estamos Hartos:Riff,7.76,0,
5564,2021-07-09 01:11,Charly García,Total Interferencia,297986,Total Interferencia:Charly García,297.99,1,5InJsNKDCwm7Oi0Xujkhvs
5565,2021-07-09 01:14,Luis Alberto Spinetta,Ya No Mires Atrás,160271,Ya No Mires Atrás:Luis Alberto Spinetta,160.27,1,535rcofAUexzCqS9xHkVkv
5566,2021-07-09 01:19,Charly García,Peluca Telefónica,301024,Peluca Telefónica:Charly García,301.02,0,4ICxNg9S9JgcQ0d1TlPhJm
5567,2021-07-09 01:35,Pescado Rabioso,Como el Viento Voy a Ver,243012,Como el Viento Voy a Ver:Pescado Rabioso,243.01,0,3d6LjlWumSGnvSpTCJjWDi
5568,2021-07-09 01:38,Conociendo Rusia,Mundo de Cristal,140089,Mundo de Cristal:Conociendo Rusia,140.09,0,6vV1TLBRd8IeOpQMZNw1ZH
5570,2021-07-09 01:41,Conociendo Rusia,La Luna,208563,La Luna:Conociendo Rusia,208.56,0,3AP3yFNoB0mdDh8DEaLCdL
5571,2021-07-09 01:45,Conociendo Rusia,Bruja de Barracas,213319,Bruja de Barracas:Conociendo Rusia,213.32,0,2tLZ107KERJF7nwCAucg7p
5572,2021-07-09 01:49,Conociendo Rusia,Luces de Neón,230053,Luces de Neón:Conociendo Rusia,230.05,0,36a3ktHwMG5xvGpsyt1I0c
5573,2021-07-09 01:51,Nicolas Btesh,Antes del Amanecer,154890,Antes del Amanecer:Nicolas Btesh,154.89,0,
5574,2021-07-09 01:57,Conociendo Rusia,Cosas para Decirte,340586,Cosas para Decirte:Conociendo Rusia,340.59,0,4bLEdN7hL33Qv4fCz5VLMG
5575,2021-07-09 01:59,Charly García,Dos Cero Uno,128493,Dos Cero Uno:Charly García,128.49,0,
5576,2021-07-09 02:04,Andrés Calamaro,Donde manda marinero,244866,Donde manda marinero:Andrés Calamaro,244.87,0,
5577,2021-07-09 02:27,Juan Ingaramo,Quererme,80148,Quererme:Juan Ingaramo,80.15,0,
5578,2021-07-09 14:51,Pescado Rabioso,Todas las Hojas Son del Viento,5197,Todas las Hojas Son del Viento:Pescado Rabioso,5.2,1,689lBKIELtWGHfsPWpR6rv
5579,2021-07-09 14:53,Spinetta Jade,Maribel Se Durmió,155466,Maribel Se Durmió:Spinetta Jade,155.47,0,
5580,2021-07-09 14:59,La Maquina De Hacer Pájaros,Bubulina,335853,Bubulina:La Maquina De Hacer Pájaros,335.85,0,
5581,2021-07-09 15:02,Pescado Rabioso,"A Starosta, el Idiota",167648,"A Starosta, el Idiota:Pescado Rabioso",167.65,0,
5582,2021-07-09 15:06,Pescado Rabioso,Las Habladurias del Mundo,243253,Las Habladurias del Mundo:Pescado Rabioso,243.25,0,
5583,2021-07-09 15:10,Invisible,Durazno Sangrando,219186,Durazno Sangrando:Invisible,219.19,0,
5584,2021-07-09 15:14,Serú Girán,Viernes 3 AM,251559,Viernes 3 AM:Serú Girán,251.56,0,0O5UPTII4Q4zrMXBSVtBiD
5587,2021-07-09 15:19,Pedro Y Pablo,Donde Va la Gente Cuando Llueve,284933,Donde Va la Gente Cuando Llueve:Pedro Y Pablo,284.93,0,
5588,2021-07-09 15:23,Almendra,Plegaria para un Niño Dormido,243392,Plegaria para un Niño Dormido:Almendra,243.39,0,5BgQb3f67Hnc9qTkL3wFc3
5596,2021-07-09 15:27,Charly García,Peluca Telefónica,240414,Peluca Telefónica:Charly García,240.41,0,4ICxNg9S9JgcQ0d1TlPhJm
5597,2021-07-09 15:46,Serú Girán,Mientras Miro Las Nuevas Olas - Remastered,98077,Mientras Miro Las Nuevas Olas - Remastered:Serú Girán,98.08,0,20HOkeup7WSNOaOVQKbDNp
5598,2021-07-09 23:57,Spinetta Jade,Alma de Diamante,257557,Alma de Diamante:Spinetta Jade,257.56,1,6F3VxUPgfcvDDpk2UxsJ5a
5599,2021-07-10 00:02,Fito Paez,Un Vestido Y Un Amor,277061,Un Vestido Y Un Amor:Fito Paez,277.06,1,3s8enexDZG7QqYWIYR0PMK
5600,2021-07-10 00:09,Katy Perry,This Is How We Do,2391,This Is How We Do:Katy Perry,2.39,1,4DBkrkVzx7jxxIjxI6FYvz
5605,2021-07-10 00:13,Ricardo Arjona,Asignatura Pendiente,233872,Asignatura Pendiente:Ricardo Arjona,233.87,1,2Zxj5CUO8b2cJRVG1FyGuI
5606,2021-07-10 00:18,Pablo Granados,El oficio de ser mamá,254104,El oficio de ser mamá:Pablo Granados,254.1,1,0LdENnGQv3QNq9tbPqfFpb
5607,2021-07-10 00:33,La Renga,El Revelde,55067,El Revelde:La Renga,55.07,1,24o76WATbnSIhV26hHgUHn
5608,2021-07-10 13:50,Tiago PZK,Entre Nosotros,45596,Entre Nosotros:Tiago PZK,45.6,0,
5609,2021-07-10 23:02,Spinetta Jade,Alma de Diamante,257557,Alma de Diamante:Spinetta Jade,257.56,1,6F3VxUPgfcvDDpk2UxsJ5a
5610,2021-07-10 23:06,Fito Paez,Eso Que Llevas Ahí,224491,Eso Que Llevas Ahí:Fito Paez,224.49,1,7GISug8mfNCcgMq1XEV44L
5611,2021-07-10 23:12,Charly García,Adela en el Carrousell,315560,Adela en el Carrousell:Charly García,315.56,1,4Pz6d9chtIKUQ628KWDZpR
5612,2021-07-10 23:14,Cardellino,Cursi - Acústico,152717,Cursi - Acústico:Cardellino,152.72,1,5StDBP1URDX7DJOGCCcrwc
5613,2021-07-10 23:18,La Vela Puerca,De Atar,244160,De Atar:La Vela Puerca,244.16,1,26WtMfXOn1PgMDZYudeoVV
5614,2021-07-10 23:27,Charly García,Nos Siguen Pegando Abajo,206705,Nos Siguen Pegando Abajo:Charly García,206.7,1,6ssQWlLTRrPj3FQpiko9JB
5620,2021-07-10 23:30,Reik,Qué Vida la Mía,171318,Qué Vida la Mía:Reik,171.32,1,0M6KY0x5u65ybXHZ3IAega
5621,2021-07-10 23:32,Jeites,Desvío,157403,Desvío:Jeites,157.4,1,3db3lBj6eGSsVgLJkja0c9
5622,2021-07-11 00:49,Serú Girán,Cinema Verité,138184,Cinema Verité:Serú Girán,138.18,1,3dSGYEAgBj8KF0HnzXskMo
5623,2021-07-11 14:50,Luis Alberto Spinetta,Quedándote O Yéndote,209160,Quedándote O Yéndote:Luis Alberto Spinetta,209.16,1,5gUxsVRhWljyJz7pYakRL4
5624,2021-07-11 14:54,No Te Va Gustar,De Nada Sirve,237866,De Nada Sirve:No Te Va Gustar,237.87,1,2CFDPiNUxcSOqfQtUHYNxF
5625,2021-07-11 14:57,Sam Smith,Stay With Me,172711,Stay With Me:Sam Smith,172.71,1,7IHOIqZUUInxjVkko181PB
